獲補助年度,領域,公司名稱,計畫名稱,負責人姓名,登記地址(行政區),核定日期,計畫起始日,計畫到期日,核定補貼款(元),自籌款,總經費,產業類別(大類),資本額(申請時)
102,獎勵補貼,梧?股份有限公司,WooGo 特色餐廳投資計畫,蕭宇恩,大安區,1021004,1020703,1070702,524160,2835840,3360000,住宿及餐飲業,550000
102,獎勵補貼,韓世進國際物流有限公司,韓世進擴大在台投資計畫,張筆舜,中山區,1021004,1020812,1050811,480420,6419580,6900000,運輸及倉儲業,8350000
102,獎勵補貼,聯合百科電子出版有限公司,雲端人文圖書系統開發投資計畫,伍翠蓮,中正區,1021004,1020401,1040831,424800,11867900,12292700,資訊及通訊傳播業,20100000
102,獎勵補貼,申紅科技有限公司,遊戲美術設計中心擴充投資計畫,林鴻杰,大安區,1021004,1020415,1030914,392760,1607240,2000000,資訊及通訊傳播業,1500000
102,獎勵補貼,周氏國際企業股份有限公司,創造國際品牌Choicee-台北文創商品投資計畫,周煥楠,南港區,1021213,1011107,1041206,2059760,154660240,156720000,批發及零售業,44000000
102,獎勵補貼,品翔休閒開發股份有限公司,創意格子旅店規劃及行銷投資計畫,黃振翔,中正區,1021213,1020101,1061231,1780560,8617440,10398000,住宿及餐飲業,6800000
102,獎勵補貼,德義資訊股份有限公司,專業軟體技術人才投資計畫,施惠真,中正區,1021213,1020101,1031231,719580,6300420,7020000,資訊及通訊傳播業,15150000
102,獎勵補貼,絕對科技股份有限公司,手機平板電腦保護殼WiFi及3G增強技術投資計畫,鄧志浩,內湖區,1021213,1020901,1030930,135600,9864400,10000000,批發及零售業,12200000
102,獎勵補貼,好舍背包客國際青年有限公司,好舍背包客國際青年旅館投資計畫,翁崇耀,萬華區,1021213,1021101,1071031,979920,10686780,11666700,住宿及餐飲業,1000000
102,獎勵補貼,十藝生技股份有限公司,城市風情-時空面膜明信片慢遞展演投資計畫,宋美蒔,松山區,1021213,1020727,1050126,1096200,14903800,16000000,批發及零售業,57000000
102,獎勵補貼,紅谷資訊股份有限公司,中小企業SMB雲端智慧經營平台投資計畫,何吉弘,中正區,1021213,1020401,1041231,519960,103080036,103599996,資訊及通訊傳播業,40670000
102,獎勵補貼,弈享科技股份有限公司,商用遊戲機軟硬體系統開發與行銷投資計畫,劉振鐸,松山區,1021213,1020901,1031231,487200,15086800,15574000,製造業,14285000
102,獎勵補貼,心悅生醫股份有限公司,新穎性中樞神經用藥開發投資計畫,蔡果荃,信義區,1021213,1020415,1070414,410640,68411860,68822500,專業、科學及技術服務業,80000000
102,獎勵補貼,信諾科技有限公司,數位典藏系統暨內容加值應用技術投資計畫,陳冠榮,中正區,1021213,1021021,1051020,1586160,8413840,10000000,資訊及通訊傳播業,6000000
102,獎勵補貼,拓荒者休閒用品有限公司,拓展銷售點及員工招募投資計畫,簡婕,中山區,1021213,1021101,1041031,813600,74186400,75000000,批發及零售業,15000000
102,獎勵補貼,戴夫寇爾股份有限公司,DEVCORE 主機監控系統開發投資計畫,翁浩正,內湖區,1021213,1020201,1030630,180000,910800,1090800,資訊及通訊傳播業,5000000
102,獎勵補貼,洪師父食品有限公司,洪師父牛肉麵觀光旗艦店投資計畫,洪金龍,內湖區,1021213,1020501,1070430,3005880,88994120,92000000,住宿及餐飲業,10000000
102,獎勵補貼,大愛感恩科技股份有限公司,搖籃到搖籃紡織品低碳生活投資計畫,黃華德,內湖區,1021213,1020701,1041031,2055190,14344810,16400000,製造業,91600000
102,獎勵補貼,安德網路股份有限公司,唯客多App行銷投資計畫,劉文龍,內湖區,1021213,1021001,1040930,339990,4660010,5000000,資訊及通訊傳播業,6000000
102,獎勵補貼,綠機花園實業有限公司,有機保養品暨生活美學推廣投資計畫,周芳欣,南港區,1021213,1020301,1060228,174500,1825500,2000000,批發及零售業,5000000
102,獎勵補貼,好豐股份有限公司,Kokopelli Caf? & Art Space咖啡藝術療癒空間創業投資計畫,周大為,中正區,1021213,1020911,1040910,283200,1716800,2000000,住宿及餐飲業,1000000
102,獎勵補貼,凌越生醫股份有限公司,過敏管理全方位研發及行銷投資計畫,陳作範,內湖區,1021213,1011018,1050317,1001640,60619760,61621400,專業、科學及技術服務業,200000000
102,獎勵補貼,寶通數位通訊股份有限公司,無線傳輸設備研發及行銷投資計畫,胡湘麒,士林區,1021213,1020701,1070630,1308060,18408700,19716760,批發及零售業,15000000
102,獎勵補貼,吉品養生股份有限公司,吉品養生無毒二體驗行銷場域及服務投資計畫,白佩玉,大安區,1021213,1020811,1070810,672000,9328000,10000000,批發及零售業,12000000
102,獎勵補貼,統一國際策略有限公司,國際物流暨印刷設計整合服務投資計畫,徐瑋駿,中山區,1021213,1011201,1040630,456360,11619640,12076000,運輸及倉儲業,1000000
103,獎勵補貼,博弘科技股份有限公司,智慧型雲端運算技術與整合服務投資計畫,何冠生,內湖區,1030127,1020601,1041130,909720,24090280,25000000,資訊及通訊傳播業,62000000
103,獎勵補貼,普羅國際旅行社股份有限公司,普羅旅遊服務休閒提升投資計畫,王義明,松山區,1030127,1030101,1031231,107880,5892120,6000000,支援服務業,6000000
103,獎勵補貼,吉家網股份有限公司,個資王及房仲王產品研發推廣投資計畫,李同榮,松山區,1030127,1020801,1051231,107880,21892120,22000000,資訊及通訊傳播業,22000000
103,獎勵補貼,雿霆國際股份有限公司,行銷通路與餐飲流程整合資源改善投資計畫,顏雿霆,大安區,1030127,1020815,1070814,1001760,18998240,20000000,住宿及餐飲業,17000000
103,獎勵補貼,摩曼頓企業股份有限公司,運動休閒零售店點通路投資計畫,陳月華,內湖區,1030127,1020101,1030831,806400,689614175,690420575,批發及零售業,553000000
103,獎勵補貼,佳群興業股份有限公司,戶外運動紡織布料暨服裝應用開發及行銷投資計畫,顏嘉宏,中正區,1030127,1021201,1051231,605760,209902178,210507938,製造業,25000000
103,獎勵補貼,美商大華風采有限公司台灣分公司,Discovering Chinese Pro中文線上學習平台與應用程式(App)開發投資計畫,陳文仲,大安區,1030127,1030101,1031231,306317,6514483,6820800,資訊及通訊傳播業,1000000
103,獎勵補貼,流通市集電商股份有限公司,國際品牌婦嬰用品代理暨市場拓展投資計畫,王叔豪,信義區,1030127,1020401,1050331,126000,4874000,5000000,批發及零售業,7000000
103,獎勵補貼,沃克文化股份有限公司,電影特效化妝與演員管理事業投資計畫,陳禹如,信義區,1030127,1020301,1070228,446400,7538600,7985000,其他服務業,2500000
103,獎勵補貼,七三茶堂股份有限公司,台灣窨製花茶產品研發及行銷投資計畫,王明祥,信義區,1030127,1030101,1061231,503880,9289448,9793328,批發及零售業,10000000
103,獎勵補貼,燿麒科技股份有限公司,適地性行動廣告虛實整合服務模組及企業內訓課程服務平台研發行銷投資計畫,李巧如,大同區,1030127,1020601,1051031,539400,16024728,16564128,資訊及通訊傳播業,24200000
103,獎勵補貼,頑美創藝行銷有限公司,頑美創藝行銷投資計畫,王文珠,士林區,1030127,1020901,1050930,180000,2700000,2880000,批發及零售業,1000000
103,獎勵補貼,嚮樂科技股份有限公司,電網級工業乙太網路交換器研發中心擴充投資計畫,李金璋,內湖區,1030127,1030101,1041231,166800,4554000,4720800,資訊及通訊傳播業,10000000
103,獎勵補貼,我發藝術創作有限公司,中西創意結合工藝商品投資計畫,蔡皓霓,中山區,1030127,1021201,1041130,215760,3521040,3736800,批發及零售業,400000
103,獎勵補貼,商鼎數位出版有限公司,數位出版跨領域培養人才投資計畫,張世賢,大安區,1030127,1030101,1031231,162000,2098000,2260000,資訊及通訊傳播業,6500000
103,獎勵補貼,台灣便利倉股份有限公司,擴大個人倉儲服務據點投資計畫,陳思穎,中山區,1030328,1020501,1051215,634680,17014756,17649436,運輸及倉儲業,12050000
103,獎勵補貼,夾腳拖的家有限公司,夾腳拖的家青年旅館投資計畫,劉國沛,大同區,1030328,1020301,1070228,730800,21619200,22350000,住宿及餐飲業,12000000
103,獎勵補貼,鮮創意多媒體有限公司,網羅百大台籍菁英設計師資訊購物雙重平台投資計畫,周伯謙,內湖區,1030328,1020227,1050226,507960,4952040,5460000,資訊及通訊傳播業,5000000
103,獎勵補貼,偶動漫娛樂事業股份有限公司,偶動畫電影發行與創新行銷投資計畫,黃文擇,南港區,1030328,1020301,1041231,522840,199477160,200000000,資訊及通訊傳播業,400000000
103,獎勵補貼,元鯕股份有限公司,元鯕擴展業務發展投資計畫,葉哲愷 ,萬華區,1030328,1020114,1040113,539520,21460480,22000000,批發及零售業,22000000
103,獎勵補貼,殺價王股份有限公司,秒殺團購與店家導購整合服務開發投資計畫,楊濟成,信義區,1030328,1030101,1071231,120000,4880000,5000000,資訊及通訊傳播業,8000000
103,獎勵補貼,美合國際實業股份有限公司,台北市連鎖時尚風格店拓展投資計畫,葉璇,中正區,1030328,1020101,1071031,6206680,243793320,250000000,批發及零售業,60000000
103,獎勵補貼,倍思大生技股份有限公司,醫藥創新服務投資計畫,蘇志仁,大同區,1030328,1021204,1041203,741440,2514560,3256000,專業、科學及技術服務業,11000000
103,獎勵補貼,和泰健康管理顧問有限公司,睡眠品質健康照護服務提升投資計畫,黃金雪,信義區,1030530,1020601,1031231,593295,2956705,3550000,批發及零售業,3000000
103,獎勵補貼,樂倍達數位科技股份有限公司,eSender 2.0優先達電子報暨SOmarket搜市集線上商城服務投資計畫,范綱岷,大同區,1030530,1020401,1040630,377640,15622360,16000000,資訊及通訊傳播業,10000000
103,獎勵補貼,湛天創新科技股份有限公司,Pubu臺灣精選電子書輸出馬來西亞建置聯名服務平台投資計畫,蔡競賢,中正區,1030530,1020401,1060228,1142736,46867454,48010190,資訊及通訊傳播業,42200000
103,獎勵補貼,熱點數位科技有限公司,創新品牌/商品數位科技化行銷投資計畫,施裕森,松山區,1030530,1020315,1040314,227400,4272600,4500000,資訊及通訊傳播業,10000000
103,獎勵補貼,岱醇有限公司,森高砂臺灣精品咖啡發展投資計畫,劉遵五,中正區,1030530,1020401,1040331,196560,6803440,7000000,住宿及餐飲業,5500000
103,獎勵補貼,你知我知股份有限公司,輕鬆找尋專業師資投資計畫,王韋中,中山區,1030530,1020401,1041231,615760,11384240,12000000,資訊及通訊傳播業,12000000
103,獎勵補貼,群傳媒股份有限公司,Readmoo電子書社群閱讀服務投資計畫,何飛鵬,大安區,1030530,1030401,1080331,638160,9361840,10000000,資訊及通訊傳播業,150000000
103,獎勵補貼,偉康科技股份有限公司,企業訊息推播平台暨行動業務擴張投資計畫,江美萱,中山區,1030530,1020901,1050229,700140,4299860,5000000,資訊及通訊傳播業,15000000
103,獎勵補貼,關渡山行文創事業有限公司,關渡山行文創幸福種子---創意生活聚落培力投資計畫,黃雅涵,北投區,1030530,1020520,1041219,266400,5733600,6000000,資訊及通訊傳播業,1000000
103,獎勵補貼,安永生物科技股份有限公司,水產品生產代工、食材/食品通路開發銷售投資計畫,翁榮鍾,內湖區,1030530,1020412,1040411,850000,144150000,145000000,農、林、漁、牧業,145000000
103,獎勵補貼,遊石設計有限公司,遊石設計創意實驗工房－設計思考實驗室投資計畫,張群儀,萬華區,1030530,1020501,1060331,308000,2692000,3000000,資訊及通訊傳播業,3000000
103,獎勵補貼,愛就贏股份有限公司,原創行動遊戲開發與運營平台投資計畫,王俊博,中正區,1030530,1020826,1041130,2020000,50980000,53000000,資訊及通訊傳播業,53000000
103,獎勵補貼,蘭成數位娛樂股份有限公司,遊戲教育平台開發投資計畫,黃德仲,大安區,1030530,1020401,1030331,100000,1328977,1428977,資訊及通訊傳播業,1500000
103,獎勵補貼,華生水資源生技股份有限公司,華生水水觀光工廠投資計畫,胡端圓,內湖區,1030530,1030201,1040531,1256000,42744000,44000000,製造業,146762000
103,獎勵補貼,和沛科技股份有限公司,ArkEase發展以資料中心架構之雲端儲存與應用解決方案投資計畫,翟本喬,內湖區,1030530,1020616,1040721,2028000,29972000,32000000,資訊及通訊傳播業,32000000
103,獎勵補貼,異域科技股份有限公司,廉價航空雲端比價平台與全自動行程規劃引擎開發投資計畫,徐向賢,北投區,1030530,1020715,1040714,119000,2881000,3000000,資訊及通訊傳播業,3000000
103,獎勵補貼,華銓數位整合行銷有限公司,開發【室內微距即時互動行銷系統】投資計畫,任子峰,信義區,1030807,1030416,1080415,326000,4350000,4676000,資訊及通訊傳播業,1000000
103,獎勵補貼,安盛生科股份有限公司,利用智慧型行動裝置結合雲端運算管理生理參數之創新應用投資計畫,蔡東孟,內湖區,1030807,1030501,1060630,1605000,76395000,78000000,專業、科學及技術服務業,78000000
103,獎勵補貼,飛易電商股份有限公司,B2B+B2C跨國供銷雲端系統開發投資計畫,謝依如,松山區,1030807,1030401,1040331,432000,8568000,9000000,批發及零售業,2000000
103,獎勵補貼,旻軒國際股份有限公司,智慧型無線網路攝影機研發及行銷投資計畫,蕭閔謙,內湖區,1030807,1030316,1050415,238000,2461500,2699500,製造業,2100000
103,獎勵補貼,創意點子數位股份有限公司,互動式影片商務服務平台投資計畫,陸意志,內湖區,1030807,1030501,1040511,153000,39908851,40061851,資訊及通訊傳播業,5000000
103,獎勵補貼,台灣水美鳳凰科技有限公司,美粧保養品與文化創意結合之行銷投資計畫,林政輝,信義區,1030807,1030401,1060331,280000,15357188,15637188,批發及零售業,7000000
103,獎勵補貼,英屬維京群島商希幔數位有限公司台灣分公司,古典音樂數位典藏化投資計畫,孫家璁,內湖區,1030807,1020901,1070831,2100000,206879259,208979259,資訊及通訊傳播業,20000000
103,獎勵補貼,何理互動設計有限公司,何理互動文創藝術投資計畫,葉彥伯,中山區,1030807,1020901,1060630,400000,10911000,11311000,資訊及通訊傳播業,1380000
103,獎勵補貼,王艾莉設計有限公司,設計人才培育及創意商品研發投資計畫,王艾莉,中山區,1030807,1030401,1051231,470000,3280000,3750000,資訊及通訊傳播業,2000000
103,獎勵補貼,群越材料股份有限公司,開發高階觸控產品關鍵材料投資計畫,陳建勳,內湖區,1030807,1030301,1050229,700000,15300000,16000000,製造業,16000000
